,caseno,country,region,add1yr,age,agehrp,aggdtwpew11g,ahchuk11,carer,carsnoc,cenheat,clients01,clients02,clients03,clients04,clients05,clients06,clients07,clients08,clients09,clients10,clients11,clients12,clients13,clients14,clients15,clients16,clients17,clients18,clients19,clients20,clients21,cobg,cobhukrc,concealed,depedhuk11,depemhuk11,dephdhuk11,dephshuk11,deprived,disability,dpcfamuk11,ecopuk,empstat,estnaturei,ethhuk11,ethnicityew,everwork,fmspuk11,health,hhldlang11,hlqupuk11,hours,housecarer,identity,illhuk11g,indgpuk11,intention,iscog,landlordew,langprf,larpuk,lastyrwrkg,mainglangg,marstat,meighuk11,mighuk11,mltrlg,movefromg,moveregion,natidbpuk11,natidepuk11,natidipuk11,natidnipuk11,natidopuk11,natidspuk11,natidwpuk11,nssec,nsshuk11,occg,passports,penexactpuk11,penhuk11,penpuk11,popbasesec,position,pproomhuk11,psptelog,relato,religionew,residtype,rtntypeg,samesex,scaddtyp,scghuk11,scgpuk11c,selfcon,sex,single,sizhuk,socmin,sscaddcpew11,stapuk11,student,supervisor,tenduk11,tenure,transport,typaccom,unemphist,visitorsg,wg1famuk11,wkpladdewni,wlshread,wlshspeak,wlshstnd,wlshwrit,wpzhome,wrkplaceew,yradindstud,yrarryearg
539552,2159397,1,6,1,32,32,4,6,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,8,1,1,-9,1,1,-9,3,1,1,15,2,0,-9,0,3,-9,32,-9,-9,3,1,1,1,2,0,2,1,-9,3,1,7,4,3,4,4,38,38,32,1,0,-9,0,1,-9,2,-9,3,2,2,1,-9,-9,2,2,1,2,2,4,321,1,-9,2,2,1,2,7,2,-9,0,2,1,-9,-9,-9,-9,4,4,0,-9
173732,922698,1,5,1,5,38,-9,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,9,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,-9,-9,4,-9,1,1,2,0,2,1,-9,3,1,7,4,3,4,4,-9,19,-9,1,0,-9,0,1,-9,2,-9,4,2,2,1,-9,-9,3,-9,1,1,2,4,-9,1,1,1,-9,1,2,-9,2,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
1431768,2209723,1,2,1,30,40,5,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,9,1,1,-9,1,1,-9,3,1,1,15,1,0,-9,0,15,-9,54,-9,-9,3,1,1,5,2,0,2,1,-9,1,4,7,4,3,4,4,14,14,33,1,0,-9,0,1,-9,1,-9,3,2,2,1,-9,-9,2,2,1,2,2,4,331,1,-9,2,2,0,1,7,1,-9,0,2,1,-9,-9,-9,-9,4,4,0,-9
1638145,1573368,1,2,1,17,55,2,10,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,7,8,1,-9,1,1,-9,4,1,1,12,1,0,-9,0,9,-9,51,-9,-9,4,1,1,1,2,0,5,1,-9,1,4,7,4,3,4,4,38,7,92,1,0,-9,0,1,-9,1,-9,4,1,2,1,-9,-9,1,1,1,1,2,4,927,1,1,1,2,1,2,9,2,-9,0,2,1,-9,-9,-9,-9,3,3,0,-9
1620194,955404,1,7,1,52,52,4,10,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24,24,2,0,1,0,0,2,3,1,2,1,-9,5,5,-9,6,2,1,15,3,0,-9,0,13,-9,43,-9,-9,11,1,1,6,3,0,6,1,-9,1,4,7,4,3,4,4,13,13,41,1,0,-9,0,1,-9,2,-9,-9,2,2,1,-9,-9,2,2,1,2,2,3,412,1,-9,2,2,1,2,3,3,-9,0,1,1,-9,-9,-9,-9,4,4,0,4
761386,2345927,1,2,2,32,32,1,7,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,1,4,3,-9,1,1,-9,3,1,1,14,3,0,-9,0,19,-9,51,-9,-9,3,1,1,1,2,1,3,3,3,3,1,7,4,3,4,4,17,17,62,1,0,-9,0,1,-9,1,-9,-9,1,2,1,1,-9,3,3,1,1,2,2,622,1,-9,2,1,1,2,7,2,-9,0,2,1,-9,-9,-9,-9,3,3,0,-9
1457032,908937,1,4,1,43,43,7,2,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,0,0,0,0,1,3,-9,2,1,-9,1,1,-9,2,1,1,12,3,0,-9,0,13,-9,21,-9,-9,4,1,1,1,1,0,1,1,-9,3,1,7,4,3,4,4,3,3,21,1,0,-9,0,1,-9,1,-9,-9,1,2,1,-9,-9,1,1,1,1,1,1,212,1,-9,2,1,1,2,7,3,-9,0,-9,1,-9,-9,-9,-9,4,4,0,-9
1601844,2590256,1,9,1,70,80,-9,5,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,9,2,1,0,1,0,3,2,1,12,1,-9,4,4,1,3,2,2,10,-9,0,3,2,15,-9,91,-9,2,1,9,9,2,2,0,2,1,-9,3,4,7,4,1,4,4,34,25,92,7,1,7,1,1,-9,1,4,1,2,2,1,-9,7,-9,-9,1,2,2,2,923,6,-9,2,2,0,1,-9,2,12,0,0,-9,-9,-9,-9,-9,-9,-9,0,4
2533257,994860,1,6,1,64,64,-9,7,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,2,0,0,0,0,1,3,1,12,1,-9,1,1,1,3,3,1,15,-9,0,-9,0,16,-9,23,-9,-9,1,5,1,2,2,0,2,1,-9,1,4,7,4,3,4,4,7,7,23,1,1,-9,0,1,-9,1,-9,-9,2,2,1,-9,-9,1,1,1,2,2,2,231,1,-9,2,2,0,1,-9,1,5,0,0,-9,-9,-9,-9,-9,-9,-9,0,2
1867829,1799144,1,4,1,45,60,2,9,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,12,2,1,-9,1,1,-9,3,2,1,15,3,2,-9,0,16,-9,13,-9,-9,1,1,1,2,2,0,5,1,-9,2,2,7,4,3,4,4,3,7,23,1,0,-9,0,1,-9,1,-9,1,2,2,1,-9,-9,2,2,1,2,2,4,231,1,-9,2,1,1,2,7,1,-9,0,2,1,-9,-9,-9,-9,4,4,0,-9
2522779,1581496,1,2,1,44,43,2,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,10,5,2,-9,1,1,-9,3,1,1,12,1,0,-9,0,18,-9,34,-9,-9,1,1,1,2,2,0,5,1,-9,1,4,7,4,3,4,4,19,8,34,8,0,-9,0,1,-9,1,-9,1,2,2,1,-9,-9,2,2,1,2,2,4,344,1,-9,2,2,1,2,7,1,-9,0,2,1,-9,-9,-9,-9,3,3,0,-9
2433940,2095705,1,7,1,15,54,-9,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,24,2,0,0,0,0,1,3,11,-9,-9,-9,15,15,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,-9,-9,4,-9,1,1,2,0,2,1,-9,1,4,7,4,3,4,4,-9,11,-9,1,0,-9,0,1,-9,1,-9,4,2,2,2,-9,-9,2,-9,1,1,2,4,-9,1,1,1,-9,1,2,-9,2,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
827006,913867,1,4,3,1,27,-9,6,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,2,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,3,-9,4,-9,-9,1,2,2,3,15,4,3,1,7,4,3,4,4,-9,26,-9,8,0,-9,0,1,-9,2,-9,4,1,2,2,-9,-9,3,-9,1,1,2,3,-9,1,-9,2,-9,5,4,-9,2,-9,0,1,-9,-9,-9,-9,-9,-9,-9,0,-9
519175,2729673,1,2,1,42,58,1,6,3,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22,24,2,0,0,1,0,2,2,5,2,1,-9,15,5,-9,3,2,1,15,3,1,-9,2,16,-9,24,-9,-9,1,1,1,2,4,0,6,1,-9,1,4,7,4,3,4,4,3,25,24,7,0,-9,0,1,-9,1,35,1,2,2,2,-9,-9,3,3,1,2,2,3,242,1,-9,2,1,1,2,7,2,-9,1,2,1,-9,-9,-9,-9,3,3,0,4
2483166,299321,1,8,1,33,48,-9,8,1,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,13,13,-9,0,0,0,1,2,3,-9,16,-9,-9,14,16,2,2,1,2,12,-9,0,7,0,-9,-9,-9,1,1,4,-9,9,1,2,0,6,1,-9,3,4,7,4,1,4,4,36,7,-9,7,0,-9,0,1,-9,3,12,12,2,2,1,-9,-9,2,2,1,1,2,6,-9,1,-9,2,-9,4,4,-9,2,13,0,-9,-9,-9,-9,-9,-9,-9,-9,0,9
1067223,1308443,1,5,1,15,47,-9,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,10,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,-9,-9,4,-9,1,1,2,0,3,1,-9,3,1,7,4,3,4,4,-9,3,-9,1,0,-9,0,1,-9,1,-9,5,1,2,1,-9,-9,1,-9,1,2,2,4,-9,1,1,1,-9,1,2,-9,2,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
1954208,2459520,1,10,1,7,45,-9,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,8,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,-9,-9,4,-9,1,1,2,0,5,1,-9,3,1,7,4,3,4,4,-9,4,-9,1,0,-9,0,1,-9,2,-9,4,2,2,1,-9,-9,1,-9,1,1,2,4,-9,1,1,1,-9,1,2,-9,3,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
1512984,1870594,1,9,1,75,75,-9,5,4,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,1,0,2,1,1,12,1,-9,1,1,1,3,4,1,14,-9,2,-9,2,3,-9,33,-9,-9,1,8,1,2,2,0,2,1,-9,3,1,7,4,3,4,4,8,8,35,1,1,7,1,1,-9,1,-9,-9,2,2,1,-9,-9,-9,-9,1,1,2,2,354,1,-9,2,2,0,1,-9,1,12,0,0,-9,-9,-9,-9,-9,-9,-9,0,-9
1180433,1586730,1,6,1,31,31,8,6,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,1,0,0,0,2,3,2,2,1,-9,1,1,-9,3,1,1,11,3,0,-9,0,3,-9,71,3,-9,1,1,1,2,2,0,3,1,-9,3,1,7,4,3,4,4,33,33,53,1,0,-9,0,1,-9,2,-9,-9,1,2,1,-9,-9,3,3,1,1,2,3,531,1,-9,2,2,5,4,8,3,-9,0,1,2,-9,-9,-9,-9,1,2,0,-9
2128194,1626323,2,11,1,75,75,-9,5,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,1,12,1,-9,1,1,1,3,2,1,11,-9,1,-9,0,16,-9,94,-9,-9,1,2,1,2,2,0,2,1,-9,3,1,7,4,3,4,4,25,25,92,8,1,7,1,1,-9,1,-9,-9,2,2,1,-9,-9,-9,-9,1,2,2,2,927,1,-9,2,2,0,1,-9,2,1,0,0,-9,0,0,0,0,-9,-9,0,-9
1699983,1332003,1,5,1,4,40,-9,8,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,14,-9,-9,-9,1,1,-9,4,1,1,-9,-9,2,-9,0,-9,-9,-9,3,-9,4,-9,1,1,2,0,3,1,-9,3,1,7,4,3,4,4,-9,19,-9,8,0,-9,0,1,-9,2,-9,4,1,2,2,-9,-9,4,-9,1,2,2,5,-9,1,1,1,-9,5,4,-9,3,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
1906398,1942403,1,10,1,56,56,8,2,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,0,0,0,1,2,3,-9,2,1,-9,1,1,-9,2,3,1,15,4,0,-9,0,10,-9,24,-9,-9,8,1,1,5,1,0,1,1,-9,2,2,7,4,3,4,4,3,3,24,1,0,-9,0,1,-9,1,-9,-9,2,2,2,-9,-9,1,1,1,1,1,1,242,1,-9,2,1,1,2,7,3,-9,0,-9,2,-9,-9,-9,-9,1,2,0,-9
86744,1342914,1,6,1,33,34,3,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,2,1,1,-9,1,1,-9,3,2,1,15,1,0,-9,0,16,-9,53,-9,-9,3,1,1,1,2,0,8,1,-9,1,4,7,4,3,4,4,30,21,61,1,0,-9,0,1,-9,2,-9,3,1,2,1,-9,-9,3,3,1,2,2,3,612,1,-9,2,2,1,2,7,3,-9,0,2,1,-9,-9,-9,-9,4,4,0,-9
629362,2009111,1,8,1,9,42,-9,6,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,4,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,-9,-9,4,-9,1,1,2,0,2,1,-9,3,1,7,4,3,4,4,-9,2,-9,1,0,-9,0,1,-9,1,-9,4,2,2,1,-9,-9,2,-9,1,2,2,3,-9,1,1,1,-9,1,2,-9,2,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
2290423,388627,1,2,2,38,38,-9,9,3,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,1,2,3,11,14,1,-9,1,1,1,6,3,1,11,-9,1,-9,0,7,-9,52,3,-9,8,8,1,5,2,1,3,1,3,3,1,7,4,3,4,4,24,24,71,1,0,-9,0,1,-9,2,-9,-9,1,2,1,-9,-9,4,4,1,2,2,4,711,1,-9,2,2,5,4,-9,2,12,0,0,-9,-9,-9,-9,-9,-9,-9,0,-9
982460,806258,1,1,1,43,43,-9,2,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,0,1,1,0,3,1,-9,15,1,-9,1,1,1,2,4,1,14,-9,0,-9,1,14,-9,21,-9,-9,11,4,1,6,1,0,1,1,-9,3,1,7,4,3,4,4,3,3,21,8,0,-9,0,1,-9,1,-9,-9,9,2,1,-9,-9,1,1,1,2,1,1,212,1,-9,2,2,1,2,-9,2,4,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9
1080748,2306123,1,2,3,20,25,8,10,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10,1,-9,0,0,1,0,2,3,-9,10,2,-9,10,4,-9,2,1,2,16,1,0,4,1,14,-9,91,3,-9,4,1,1,1,5,2,9,17,11,3,4,7,4,1,4,4,38,8,92,7,0,-9,0,1,-9,2,8,13,2,2,2,-9,-9,1,1,1,2,2,4,923,1,8,1,2,5,4,4,2,-9,0,-9,2,-9,-9,-9,-9,1,2,0,10
743671,1384024,1,9,1,19,49,-9,9,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18,18,2,0,0,0,0,1,3,10,11,1,-9,11,11,1,5,1,2,14,-9,0,-9,0,7,-9,52,-9,-9,4,3,1,1,2,0,2,1,-9,1,4,7,4,3,4,4,38,19,71,1,0,-9,0,1,-9,2,-9,4,6,2,2,-9,-9,4,4,1,1,2,6,711,1,1,1,2,1,2,-9,2,2,0,1,-9,-9,-9,-9,-9,-9,-9,0,7
1988561,121081,1,9,1,43,45,8,7,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,1,6,2,-9,1,1,-9,3,1,1,14,3,0,-9,0,17,-9,53,-9,-9,1,1,1,2,2,0,5,1,-9,1,4,7,4,3,4,4,19,19,61,1,0,-9,0,1,-9,1,-9,1,3,2,1,-9,-9,3,3,1,2,2,2,614,1,-9,2,2,1,2,7,3,-9,0,2,2,-9,-9,-9,-9,1,2,0,-9
953085,1549342,1,8,1,40,40,5,2,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,-9,0,0,0,0,1,3,-9,2,1,-9,1,1,-9,2,1,1,15,3,0,-9,0,17,-9,24,-9,-9,4,1,1,1,1,0,1,1,-9,1,4,7,4,3,4,4,3,3,24,1,0,-9,0,1,-9,1,-9,-9,2,2,2,-9,-9,1,1,1,1,1,1,242,1,-9,2,1,1,2,3,3,-9,0,-9,1,-9,-9,-9,-9,4,4,0,-9
2808684,15066,1,3,3,18,-9,-9,-9,1,-9,-9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,-9,-9,-9,-9,-9,-9,-9,3,-9,13,-9,3,-9,7,2,-9,1,-9,12,-9,-9,-9,-9,-9,2,-9,-9,-9,-9,-9,1,1,-9,-9,-9,16,6,3,1,7,4,3,4,4,38,-9,-9,1,0,-9,0,3,1,-9,-9,-9,1,1,-9,-9,5,-9,-9,-9,2,-9,-9,-9,6,-9,1,-9,-9,-9,-9,-9,13,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,11
117966,624201,1,5,1,4,31,-9,4,1,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,1,1,3,2,8,-9,-9,-9,1,1,-9,7,3,1,-9,-9,0,-9,2,-9,-9,-9,2,-9,4,-9,1,1,2,0,3,1,-9,3,1,7,4,3,4,4,-9,13,-9,8,0,-9,0,1,-9,2,-9,4,1,2,1,-9,-9,2,-9,1,1,1,3,-9,1,1,1,-9,3,4,-9,2,-9,0,0,-9,-9,-9,-9,-9,-9,-9,0,-9
421930,1467524,1,9,1,8,43,-9,8,1,2,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,16,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,-9,-9,4,-9,1,1,2,0,2,1,-9,3,1,7,4,3,4,4,-9,3,-9,1,0,-9,0,1,-9,2,-9,4,2,2,1,-9,-9,1,-9,1,2,2,5,-9,1,1,1,-9,0,1,-9,1,-9,0,2,-9,-9,-9,-9,-9,-9,-9,0,-9
1446913,2756510,1,10,1,70,70,-9,1,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,1,0,1,0,3,2,-9,12,1,-9,1,1,1,1,3,1,10,-9,0,3,1,7,-9,52,-9,-9,11,8,1,6,1,0,1,1,-9,3,4,7,4,1,4,4,24,24,71,1,1,3,1,1,-9,1,-9,-9,2,2,1,-9,-9,-9,-9,1,2,1,1,711,1,-9,2,2,0,1,-9,1,12,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9
1575667,679608,1,5,-9,0,22,-9,6,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,1,1,0,0,3,3,8,-9,-9,-9,1,1,-9,4,1,1,-9,-9,0,-9,0,-9,-9,-9,2,-9,4,-9,-9,1,2,1,3,-9,-9,3,1,7,4,3,4,4,-9,37,-9,8,0,-9,0,1,-9,2,-9,4,1,2,1,-9,-9,4,-9,1,1,2,4,-9,1,-9,2,-9,3,4,-9,3,-9,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9
2150097,1656603,2,11,1,52,52,3,10,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,2,0,0,0,0,1,3,7,9,1,-9,1,1,-9,3,2,1,11,3,0,-9,0,7,-9,96,-9,-9,1,1,1,2,2,0,2,1,-9,3,4,7,4,3,4,1,38,34,92,1,0,-9,0,1,-9,2,-9,1,2,2,1,-9,-9,4,4,1,1,2,3,927,1,7,1,1,1,2,7,2,-9,0,2,1,0,0,0,0,3,3,0,-9
143697,2051830,1,8,1,85,85,-9,1,1,0,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,1,0,1,0,3,1,-9,12,1,-9,1,1,1,1,4,1,10,-9,0,-9,1,15,-9,24,-9,-9,11,11,1,6,1,0,1,1,-9,3,1,7,4,3,4,4,7,7,35,1,1,5,1,1,-9,1,-9,-9,2,2,1,-9,-9,-9,-9,1,2,1,1,356,1,-9,2,2,0,1,-9,2,12,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9
169620,862893,1,3,1,60,60,6,9,1,4,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0,0,0,0,1,3,1,2,1,-9,1,1,-9,3,1,1,13,3,0,-9,0,3,-9,74,-9,-9,1,1,1,2,2,0,2,1,-9,3,1,7,4,3,4,4,22,22,52,1,0,-9,0,1,-9,2,-9,-9,2,2,1,-9,-9,3,3,1,1,2,5,524,1,-9,2,1,1,2,7,2,-9,0,2,1,-9,-9,-9,-9,4,4,0,-9
2559978,1705147,2,11,1,31,31,3,7,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,2,0,0,0,0,1,3,1,2,1,-9,1,1,-9,3,2,1,14,3,0,-9,0,15,-9,54,-9,-9,1,1,1,2,2,0,5,1,-9,3,4,7,4,3,4,1,25,22,33,1,0,-9,0,1,-9,1,-9,1,1,2,1,-9,-9,2,2,1,1,2,2,331,1,-9,2,2,1,2,7,2,-9,0,2,1,0,0,0,0,4,4,0,-9
